user_id,author,linkOfAuthorProfile,desc,followers
Dmitri.Io,Dmitri Iourovitski,https://towardsdatascience.com/@Dmitri.Io?source=collection_archive---------1-----------------------,,51
cakrawalabuka,Buka Cakrawala,https://towardsdatascience.com/@cakrawalabuka?source=collection_archive---------2-----------------------,Math & Comp Sci at UCSD. @make-school alum,536
austinmwhaley,Austin Whaley,https://towardsdatascience.com/@austinmwhaley?source=collection_archive---------2-----------------------,Data Scientist in the SF Bay Area. I’m passionate implementing Machine Learning / AI to solve real-world business problems and make data-driven decisions!,29
yuhannwu,Yuhan Wu,https://towardsdatascience.com/@yuhannwu?source=collection_archive---------3-----------------------,UX Designer @ LinkedIn | Cornell InfoSci,15
ignacio.chavarria,Ignacio Chavarria,https://towardsdatascience.com/@ignacio.chavarria?source=collection_archive---------1-----------------------,I find and tell data stories. Based in Ecuador.,192
dldx,Durand D'souza,https://towardsdatascience.com/@dldx?source=collection_archive---------2-----------------------,,35
billshander,Bill Shander,https://towardsdatascience.com/@billshander?source=collection_archive---------4-----------------------,"Information design & data visualization practitioner and teacher. Data Visualization Society board member. Workshop facilitator, LinkedIn Learning instructor.",2600
saideepchand.g,Sai Deep Chand G,https://towardsdatascience.com/@saideepchand.g?source=collection_archive---------4-----------------------,Accountant/auditor by education but hacker/hustler at heart.,3
g-r-richardson,George Richardson,https://towardsdatascience.com/@g-r-richardson?source=collection_archive---------6-----------------------,,0
RobertRLindner_54129,Bob Lindner,https://towardsdatascience.com/@RobertRLindner_54129?source=collection_archive---------6-----------------------,"Founder & CTO @VEDA_Data; data scientist; published astrophysicist; Physics Ph.D. Rutgers University, mathematics and astrophysics at UW-Madison",16
darraghmurray,Darragh Murray,https://towardsdatascience.com/@darraghmurray?source=collection_archive---------7-----------------------,,0
mosgeo,Confused Geoscientist,https://towardsdatascience.com/@mosgeo?source=collection_archive---------3-----------------------,"Geoscience, Mathematics, Statistics, Computer Science, Nature, and Art.",10
lukearmbruster,Luke Armbruster,https://towardsdatascience.com/@lukearmbruster?source=collection_archive---------4-----------------------,,29
serdarozsoy,Serdar Ozsoy,https://towardsdatascience.com/@serdarozsoy?source=collection_archive---------1-----------------------,Data Scientist,45
ambertch,Ambert Ho,https://towardsdatascience.com/@ambertch?source=collection_archive---------1-----------------------,,0
ryanlouie,Ryan Louie,https://towardsdatascience.com/@ryanlouie?source=collection_archive---------0-----------------------,My blog is my mode of inquiry into the personal values artificial intelligence practitioners bring with them to do authentic work. Join me! :),57
moores.alexd,Alex Moores,https://towardsdatascience.com/@moores.alexd?source=collection_archive---------1-----------------------,,3
greg-satell,Greg Satell,https://towardsdatascience.com/@greg-satell?source=collection_archive---------2-----------------------,,0
marcelo_tibau,Marcelo Tibau,https://towardsdatascience.com/@marcelo_tibau?source=collection_archive---------3-----------------------,A guy with some ideas on his mind and a strong desire to share them.,47
ajsmilutin,Milutin N. Nikolic,https://towardsdatascience.com/@ajsmilutin?source=collection_archive---------0-----------------------,Roboticist and runner wannabe / ,155
sentimentron,Richard Townsend,https://towardsdatascience.com/@sentimentron?source=collection_archive---------1-----------------------,"I program operating systems by day, and Natural Language models by night.",72
mattzhou,Matt Zhou,https://towardsdatascience.com/@mattzhou?source=collection_archive---------3-----------------------,,0
paramaggarwal,Param Aggarwal,https://towardsdatascience.com/@paramaggarwal?source=collection_archive---------2-----------------------,,0
laurarprowell,Laura Prowell,https://towardsdatascience.com/@laurarprowell?source=collection_archive---------3-----------------------,I am a data analyst with a background in education. I enjoy using python and statistical analysis to solve interesting problems.,19
idrusfachr,Muhammad Idrus Fachruddin,https://towardsdatascience.com/@idrusfachr?source=collection_archive---------7-----------------------,,5
mlwhiz,Rahul Agarwal,https://towardsdatascience.com/@mlwhiz?source=collection_archive---------4-----------------------,,0
yohan.obadia,Yohan Obadia,https://towardsdatascience.com/@yohan.obadia?source=collection_archive---------0-----------------------,Data-scientist,134
harpermaddox,harpermaddox,https://towardsdatascience.com/@harpermaddox?source=collection_archive---------1-----------------------,"I love building things. CTO of EdgeTheory. Former TI-83 calculator hacker, Crewed a yacht that went halfway around the world.",469
neil.liberman,Neil Liberman,https://towardsdatascience.com/@neil.liberman?source=collection_archive---------0-----------------------,,114
tjosh.owoyemi,Joshua Owoyemi,https://towardsdatascience.com/@tjosh.owoyemi?source=collection_archive---------1-----------------------,"PhD, AI Engineer at Elix Inc, Japan.",235
onejgordon,Jeremy Gordon,https://towardsdatascience.com/@onejgordon?source=collection_archive---------0-----------------------,"PhD student @BerkeleyISchool. Founder @echo_mobi, ex @StanfordEng @Kiva. Writing/research on embodied cognition, perception, prospection. ",758
georgecm,George Mavrommatis,https://towardsdatascience.com/@georgecm?source=collection_archive---------0-----------------------,,0
chrisgundling,Chris Gundling,https://towardsdatascience.com/@chrisgundling?source=collection_archive---------1-----------------------,,79
joshdotai,Josh,https://towardsdatascience.com/@joshdotai?source=collection_archive---------0-----------------------,,0
northernjamie,Jamie Whyte,https://towardsdatascience.com/@northernjamie?source=collection_archive---------0-----------------------,family; (open/linked)data; civic tech; northern; Propolis; @opendatamcr; #rstats; @odcamp; @InspireLearnMAT & @TTSAtrafford; @swirrl; @YouthAreUnited,439
vworri,Vera Worri,https://towardsdatascience.com/@vworri?source=collection_archive---------1-----------------------,,167
sukhvindersingh,Sukhvinder Singh,https://towardsdatascience.com/@sukhvindersingh?source=collection_archive---------1-----------------------,Coach and Coder l Python and Data Analysis,189
formulatedby,Formulatedby,https://towardsdatascience.com/@formulatedby?source=collection_archive---------1-----------------------,,0
alexkatson,Alex Katson,https://towardsdatascience.com/@alexkatson?source=collection_archive---------0-----------------------,"Amateur writer, mostly about football and the NFL draft. UW psychology grad. Asian-American.",10
law42,Baltasar Cevc,https://towardsdatascience.com/@law42?source=collection_archive---------3-----------------------,"A lawyer, IT guy, innovation and data-driven law enthousiast, LegalTech specialist, fanatic about finding even better questions. ",35
mathieurioult,Mathieu Rioult,https://towardsdatascience.com/@mathieurioult?source=collection_archive---------2-----------------------,Accelerate market penetration and new business development for products and technologies of Chemicals actors in new and existing markets.,17
phughesmcr,Peter Hughes,https://towardsdatascience.com/@phughesmcr?source=collection_archive---------3-----------------------,"Positive Psychology, Impact Management, Voluntary Sector, Programming, Mental Health. ",28
halhen,Henrik Lindberg,https://towardsdatascience.com/@halhen?source=collection_archive---------1-----------------------,.,84
therealericle,Eric Le,https://towardsdatascience.com/@therealericle?source=collection_archive---------0-----------------------,Software Engineer at Atlassian,155
julian.harris,Julian Harris,https://towardsdatascience.com/@julian.harris?source=collection_archive---------3-----------------------,"Technical Product guy specialising in the impact of machine learning on speech and text (NLP). Ex-Google, but none of this matters if we don't fix the planet.",790
nazifberat,Nazif Berat,https://towardsdatascience.com/@nazifberat?source=collection_archive---------1-----------------------,"Deep Learning Engineer, a Humanizer of Industry.",933
OliverChristie,Oliver Christie,https://towardsdatascience.com/@OliverChristie?source=collection_archive---------5-----------------------,Artificial Intelligent Consultant | Futurist | Speaker,7500
nickajones,Nick Jones,https://towardsdatascience.com/@nickajones?source=collection_archive---------6-----------------------,Demonstrated ability to drive growth by establishing business development strategy and successfully executing against that strategy. Global experience/perspective and a collaborative management style that works well across cultural and geographic boundaries.,0
saumitrathakur,Saumitra Thakur,https://towardsdatascience.com/@saumitrathakur?source=collection_archive---------7-----------------------,"Physician, VC, and entrepreneur",12
Deepakamirtharaj,Deepak Amirtha Raj,https://towardsdatascience.com/@Deepakamirtharaj?source=collection_archive---------8-----------------------,Marketing Strategist & Business Development at KYC-Chain and Selfkey,40
mondregon,Jesse Mondragon,https://towardsdatascience.com/@mondregon?source=collection_archive---------7-----------------------,,16
bhaveshpatel,Bhavesh Patel,https://towardsdatascience.com/@bhaveshpatel?source=collection_archive---------1-----------------------,,71
ashish9_81012,Ashish Shah,https://towardsdatascience.com/@ashish9_81012?source=collection_archive---------5-----------------------,,31
augustfeverson,August ‘Gus’ Everson,https://towardsdatascience.com/@augustfeverson?source=collection_archive---------8-----------------------,Data geek. Dog dad. Maker of things.,13
armin.wasicek,Armin Wasicek,https://towardsdatascience.com/@armin.wasicek?source=collection_archive---------4-----------------------,,7
